GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0008015	blood circulation	1.39e-03	1.39e-03	1	ELN,PCSK5,DMPK,CAV1,CXCL12,PDE4D,TEK,EDN2,ATP1B2,AGT,TPM1,SLIT2,CORIN,CACNA1C,EDNRA,GJA1,ANGPT1,COL1A2,SGCD,HSPB7,CD34,DES,F2R,GJC1,PDE2A,MME,CACNA1H,PLN
GO:0060047	heart contraction	7.08e-03	7.08e-03	1	DMPK,CAV1,PDE4D,EDN2,ATP1B2,AGT,TPM1,CACNA1C,GJA1,SGCD,HSPB7,DES,GJC1,CACNA1H,PLN
GO:0043114	regulation of vascular permeability	1.19e-03	1.19e-03	1	TEK,SLIT2,ANGPT1,PDE2A
GO:0043116	negative regulation of vascular permeability	2.95e-04	2.95e-04	1	SLIT2,ANGPT1,PDE2A
GO:1903034	regulation of response to wounding	1.80e-04	1.80e-04	1	FAP,C1QTNF3,CAV1,SERPINE1,FOXP1,F3,TNFSF4,TEK,PLAU,PTGIS,PDGFRA,AGT,THBS1,SEMA7A,PHLDB2,CASK,ADRA2A,ADAMTS12,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1,PDE2A,PLA2G2A,APOD,CR1,CCL14
GO:0061041	regulation of wound healing	8.29e-06	8.29e-06	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,PHLDB2,CASK,ADRA2A,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0060284	regulation of cell development	3.69e-11	3.69e-11	1	IGF1,PHLDB1,EPHA3,NGFR,NEDD4,FBLN1,NRCAM,BAMBI,SFRP1,COL1A1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,TWIST1,SNAI1,BMP4,BMP2,LIF,SERPINF1,LRP4,DTX1,ITM2C,SEMA7A,TGFB1I1,IGLON5,PHLDB2,SLIT2,SFRP2,NTRK2,CRB2,ZEB1,LRRC4C,HMGA2,SPOCK1,DAB2,PTPRD,THY1,SKI,NBL1,HEYL,GREM1,ISLR2,COL3A1,SDC2,NEGR1,CDK5R1,SOX11,MYADM,NTM,NOG,ROBO2,LSAMP,TCF4,LPAR1,MEG3
GO:0034330	cell junction organization	6.87e-11	6.87e-11	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,SFRP1,CAV1,CLDN15,CNTNAP1,PVRL1,TGFB3,TEK,SNAI1,KDR,FLNC,AGT,THBS1,KIFC3,CDH11,PHLDB2,NLGN4X,ITGB1,GJA1,THY1,FBLIM1,DLC1,GJB2,DAPK3,NLGN2,PARD6G,PLEC,CDH5,GJC1,KRT5,APOD,PARVA
GO:0045216	cell-cell junction organization	3.63e-09	3.63e-09	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,SFRP1,CAV1,CLDN15,CNTNAP1,PVRL1,TGFB3,TEK,SNAI1,KDR,AGT,THBS1,KIFC3,CDH11,PHLDB2,NLGN4X,GJA1,THY1,DLC1,GJB2,DAPK3,NLGN2,PARD6G,CDH5,GJC1,APOD
GO:0034332	adherens junction organization	1.84e-05	1.84e-05	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,PVRL1,TEK,KDR,THBS1,CDH11,PHLDB2,THY1,DLC1,DAPK3,CDH5,APOD
GO:0034329	cell junction assembly	6.98e-10	6.98e-10	1	SNAI2,EPHA3,ACTN1,FERMT2,FSCN1,COL16A1,SORBS1,SFRP1,CAV1,CLDN15,CNTNAP1,PVRL1,TEK,SNAI1,KDR,FLNC,AGT,THBS1,CDH11,PHLDB2,ITGB1,GJA1,THY1,FBLIM1,DLC1,GJB2,DAPK3,PARD6G,PLEC,CDH5,GJC1,KRT5,APOD,PARVA
GO:0007044	cell-substrate junction assembly	4.13e-07	4.13e-07	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,PLEC,KRT5,APOD
GO:0007043	cell-cell junction assembly	3.29e-03	3.29e-03	1	SNAI2,FSCN1,CAV1,CLDN15,CNTNAP1,SNAI1,AGT,GJA1,GJB2,PARD6G,GJC1
GO:0016264	gap junction assembly	3.11e-04	3.11e-04	1	CAV1,AGT,GJA1,GJB2,GJC1
GO:0034333	adherens junction assembly	5.09e-06	5.09e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0007045	cell-substrate adherens junction assembly	1.10e-06	1.10e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0044087	regulation of cellular component biogenesis	2.48e-03	2.48e-03	1	PHLDB1,SNAI2,EPHA3,SNCAIP,FSCN1,COL16A1,SRPX2,SFRP1,CAV1,DPYSL3,SDC1,CTGF,TGFB3,TEK,TWIST1,SNAI1,PMEPA1,KDR,PODXL,LRRC4B,AGT,CCL21,THBS1,TPM1,EPHA2,PHLDB2,SLIT2,PLK2,IQGAP2,FEZ1,FBLIM1,CDC42EP3,DLC1,DAPK3,NLGN2,SELP,MYADM,ROBO2,APOD,LPAR1,ARHGEF15,MAGEL2
GO:1901888	regulation of cell junction assembly	9.00e-07	9.00e-07	1	SNAI2,EPHA3,COL16A1,SFRP1,CAV1,TEK,SNAI1,KDR,AGT,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:1903596	regulation of gap junction assembly	2.39e-02	2.39e-02	1	CAV1,AGT
GO:0090109	regulation of cell-substrate junction assembly	4.90e-05	4.90e-05	1	EPHA3,COL16A1,SFRP1,TEK,KDR,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:0007164	establishment of tissue polarity	1.58e-03	1.58e-03	1	PTK7,NKD1,DAB2,DACT1
GO:1900046	regulation of hemostasis	1.21e-05	1.21e-05	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:1903729	regulation of plasma membrane organization	3.83e-02	3.83e-02	1	GOPC,SORBS1,EPHA2,NKD2,ITGB1,DAB2,PID1,LRRC15
GO:0071772	response to BMP	5.68e-10	5.68e-10	1	FSTL3,CHRD,ZNF423,SFRP1,DLX5,CAV1,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,ADAMTS7,CYR61,CRB2,ADAMTS12,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,HTRA3,SOX11,NOG
GO:0044057	regulation of system process	8.26e-04	8.26e-04	1	IGF1,PPP1R12B,C1QTNF3,DMPK,CAV1,PDE4D,TSHZ3,INHBA,EDN2,ATP1B2,CNN1,RAB11FIP5,AGT,TPM1,CORIN,CACNA1C,GJA1,DAPK3,NLGN2,HSPB7,C1QTNF1,DES,SPHK1,F2R,GJC1,CACNA1H,PLN,AQP1
GO:0044060	regulation of endocrine process	1.98e-03	1.98e-03	1	C1QTNF3,INHBA,RAB11FIP5,C1QTNF1,F2R
GO:1903522	regulation of blood circulation	2.80e-02	2.80e-02	1	DMPK,CAV1,PDE4D,EDN2,ATP1B2,AGT,TPM1,CACNA1C,GJA1,HSPB7,DES,F2R,GJC1,CACNA1H,PLN
GO:0008016	regulation of heart contraction	4.96e-03	4.96e-03	1	DMPK,CAV1,PDE4D,EDN2,ATP1B2,AGT,TPM1,CACNA1C,GJA1,HSPB7,DES,GJC1,CACNA1H,PLN
GO:0045168	cell-cell signaling involved in cell fate commitment	3.05e-03	3.05e-03	1	BMP4,BMP2
GO:0031128	developmental induction	3.05e-03	3.05e-03	1	BMP4,BMP2
GO:0050818	regulation of coagulation	1.70e-05	1.70e-05	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0050820	positive regulation of coagulation	5.52e-06	5.52e-06	1	SERPINE1,F3,THBS1,SELP,THBD,F2R
GO:0071695	anatomical structure maturation	1.17e-03	1.17e-03	1	IGF1,FGFR3,BMP2,GREM1,S1PR1
GO:0048799	organ maturation	1.67e-03	1.67e-03	1	IGF1,FGFR3,BMP2,GREM1
GO:1903391	regulation of adherens junction organization	7.77e-05	7.77e-05	1	EPHA3,COL16A1,SFRP1,TEK,KDR,THBS1,PHLDB2,DLC1,DAPK3,APOD
GO:1903393	positive regulation of adherens junction organization	1.54e-02	1.54e-02	1	COL16A1,SFRP1,TEK,KDR
GO:1902930	regulation of alcohol biosynthetic process	1.34e-02	1.34e-02	1	SNAI2,DKK3,FGF1,SNAI1,BMP2,BMP6
GO:1902931	negative regulation of alcohol biosynthetic process	1.74e-02	1.74e-02	1	SNAI2,DKK3,SNAI1,BMP2
GO:1904375	regulation of protein localization to cell periphery	2.12e-02	2.12e-02	1	GOPC,SORBS1,EPHA2,NKD2,ITGB1,DAB2,PID1,LRRC15
GO:1903649	regulation of cytoplasmic transport	2.53e-02	2.53e-02	1	IGF1,SNAI2,GOPC,NEDD4,C1QTNF3,BAMBI,CAV1,MDFI,SEMA5A,PDE4D,PKD2,TGFB3,PLCG1,SOX4,BMP4,CTSK,CACNA1C,DAB2,BMP6,THY1,FZD7,DACT1,SPHK1,GAS1,F2R,PDE2A,APOD,DACT3,PLN
GO:1903650	negative regulation of cytoplasmic transport	3.10e-02	3.10e-02	1	SNAI2,GOPC,C1QTNF3,MDFI,PKD2,SOX4,PDE2A,APOD,DACT3,PLN
GO:0048736	appendage development	3.51e-06	3.51e-06	1	CYP26B1,PCSK5,COMP,GLI3,TWIST1,SOX4,BMP4,LRP4,AFF3,SKI,GREM1,SOX11,NOG
GO:0035107	appendage morphogenesis	2.37e-04	2.37e-04	1	CYP26B1,PCSK5,GLI3,TWIST1,SOX4,AFF3,SKI,SOX11,NOG
GO:0060173	limb development	3.51e-06	3.51e-06	1	CYP26B1,PCSK5,COMP,GLI3,TWIST1,SOX4,BMP4,LRP4,AFF3,SKI,GREM1,SOX11,NOG
GO:0035108	limb morphogenesis	2.37e-04	2.37e-04	1	CYP26B1,PCSK5,GLI3,TWIST1,SOX4,AFF3,SKI,SOX11,NOG
GO:0034650	cortisol metabolic process	1.46e-02	1.46e-02	1	DKK3,BMP2,CACNA1H
GO:0048521	negative regulation of behavior	8.32e-04	8.32e-04	1	SEMA5A,THBS1,SLIT2,NBL1,GREM1,ROBO2
GO:0051129	negative regulation of cellular component organization	1.05e-03	1.05e-03	1	IGF1,HGF,GOPC,LIMA1,NGFR,FBLN1,FAP,SFRP1,CAV1,VAT1,SEMA5A,DPYSL3,RTN4,DUSP1,TWIST1,PMEPA1,BMP4,DLG4,LRP4,ITM2C,CCL21,THBS1,PHLDB2,SLIT2,SFRP2,FEZ1,SPOCK1,DAB2,PID1,THY1,DLC1,LRRC15,MYADM,ROBO2,APOD,DPP4,LPAR1,ARHGEF15
GO:1903392	negative regulation of adherens junction organization	3.28e-03	3.28e-03	1	THBS1,PHLDB2,DLC1,APOD
GO:1901889	negative regulation of cell junction assembly	3.28e-03	3.28e-03	1	THBS1,PHLDB2,DLC1,APOD
GO:0051093	negative regulation of developmental process	2.78e-13	2.78e-13	1	IGF1,SNAI2,NGFR,FGFR3,FSTL3,TRIB2,FBLN1,PTHLH,CHRD,SALL4,SFRP1,CDK6,CAV1,SERPINE1,GLI3,ASPN,VAT1,NKX3-2,SEMA5A,SPARC,DPYSL3,RTN4,EFEMP1,TNFSF4,TEK,INHBA,TWIST1,BMP4,BMP2,LRRC17,COL5A1,SERPINF1,LRP4,COL4A2,DTX1,ITM2C,ADAMTS7,THBS1,PRICKLE1,NKD1,ECM1,PHLDB2,SLIT2,SFRP2,HMGA2,ADAMTS12,SPOCK1,THY1,FZD7,KIT,SKI,RUNX1,GREM1,COL3A1,ZFPM2,SIX2,SOCS5,SOX11,NOG,ROBO2,THBS2,ENPP1,LPAR1,ARHGEF15,COL5A2,MEG3,TWIST2
GO:1900048	positive regulation of hemostasis	5.52e-06	5.52e-06	1	SERPINE1,F3,THBS1,SELP,THBD,F2R
GO:0050673	epithelial cell proliferation	2.71e-10	2.71e-10	1	IGF1,SNAI2,FLT4,FAP,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,LOXL2,THBS1,FGF7,EPHA2,ECM1,SFRP2,CASK,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,CD34,SOX11,EGR3
GO:0001935	endothelial cell proliferation	6.34e-08	6.34e-08	1	FLT4,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,LOXL2,THBS1,ECM1,SCG2,EGFL7,CD34,EGR3
GO:0050678	regulation of epithelial cell proliferation	2.13e-09	2.13e-09	1	IGF1,SNAI2,FLT4,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,THBS1,FGF7,ECM1,SFRP2,CASK,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,SOX11,EGR3
GO:0001936	regulation of endothelial cell proliferation	2.27e-07	2.27e-07	1	FLT4,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,THBS1,ECM1,SCG2,EGFL7,EGR3
GO:0061469	regulation of type B pancreatic cell proliferation	2.51e-02	2.51e-02	1	SFRP1,NR4A1
GO:0072089	stem cell proliferation	3.78e-05	3.78e-05	1	FBLN1,CHRD,BMP4,BMP2,NES,WNT2B,FGF7,SFRP2,HMGA2,RUNX1,TGFBR2,SIX2,CD34,SOX11
GO:0010463	mesenchymal cell proliferation	2.21e-04	2.21e-04	1	CHRD,BMP4,BMP2,FGF7,TGFBR2
GO:1900047	negative regulation of hemostasis	1.02e-04	1.02e-04	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0032103	positive regulation of response to external stimulus	2.25e-03	2.25e-03	1	SERPINE1,SFRP4,RARRES2,CXCL12,SEMA5A,PDGFRB,F3,TNFSF4,CHST3,CD93,EDN2,KDR,MYH11,AGT,ADAMTS7,CCL21,THBS1,SLIT2,SLC22A3,VEGFC,BMP6,FAM131B,MAP1A,KCNK3,SCG2,REP15,PRKG1,PDE2A,PLA2G2A,CCL14
GO:0033687	osteoblast proliferation	9.58e-03	9.58e-03	1	SFRP1,BMP2,CYR61,GREM1
GO:0048144	fibroblast proliferation	3.81e-05	3.81e-05	1	IGF1,FBLN1,SFRP1,CDK6,FN1,PDGFRA,AGT,SKI,DDR2,SPHK1,AQP1
GO:0032102	negative regulation of response to external stimulus	4.96e-07	4.96e-07	1	SNAI2,LZTS1,FAP,C1QTNF3,SERPINE1,SEMA5A,TEK,PLAU,PTGIS,PDGFRA,THBS1,PHLDB2,SLIT2,CASK,FEZ1,NBL1,GREM1,C1QTNF1,CD34,THBD,ROBO2,PRKG1,APOD,KANK2
GO:0032105	negative regulation of response to extracellular stimulus	4.94e-02	4.94e-02	1	SNAI2,LZTS1,FEZ1,KANK2
GO:0032108	negative regulation of response to nutrient levels	4.94e-02	4.94e-02	1	SNAI2,LZTS1,FEZ1,KANK2
GO:1903036	positive regulation of response to wounding	9.92e-03	9.92e-03	1	SERPINE1,F3,TNFSF4,AGT,THBS1,ADRA2A,SELP,THBD,F2R,PDE2A,PLA2G2A,CCL14
GO:0090303	positive regulation of wound healing	3.31e-05	3.31e-05	1	SERPINE1,F3,THBS1,ADRA2A,SELP,THBD,F2R
GO:0031589	cell-substrate adhesion	1.05e-14	1.05e-14	1	EPHA3,ACTN1,FERMT2,FBLN1,COL16A1,LAMB1,SORBS1,SFRP1,CDK6,SERPINE1,ECM2,VWF,FN1,TEK,PLAU,KDR,LYVE1,CD36,CCL21,THBS1,ITGA11,FBLN5,ITGA10,PHLDB2,CASK,ITGB1,ADAMTS12,SPOCK1,THY1,FZD7,ITGA5,VCAM1,ITGA2,DLC1,DAPK3,COL3A1,NPNT,ANTXR1,CD34,MYADM,APOD,PARVA,ITGA1
GO:0007160	cell-matrix adhesion	1.44e-13	1.44e-13	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,CDK6,SERPINE1,ECM2,TEK,PLAU,KDR,LYVE1,CD36,CCL21,THBS1,ITGA11,FBLN5,ITGA10,PHLDB2,CASK,ITGB1,ADAMTS12,THY1,VCAM1,ITGA2,DLC1,DAPK3,COL3A1,NPNT,CD34,APOD,ITGA1
GO:0061302	smooth muscle cell-matrix adhesion	9.12e-04	9.12e-04	1	SERPINE1,PLAU,APOD
GO:0048041	focal adhesion assembly	1.10e-06	1.10e-06	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0034446	substrate adhesion-dependent cell spreading	2.80e-02	2.80e-02	1	FERMT2,FBLN1,LAMB1,FN1,TEK,ANTXR1,MYADM,PARVA
GO:1903035	negative regulation of response to wounding	3.75e-05	3.75e-05	1	FAP,C1QTNF3,SERPINE1,TEK,PLAU,PTGIS,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1,APOD
GO:0061045	negative regulation of wound healing	1.07e-05	1.07e-05	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1
GO:2001197	basement membrane assembly involved in embryonic body morphogenesis	3.44e-02	3.44e-02	1	PHLDB1,PHLDB2
GO:0010563	negative regulation of phosphorus metabolic process	2.15e-03	2.15e-03	1	TRIB2,FBLN1,ABL1,SFRP1,CAV1,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,SPOCD1,SPRY2,SYTL2,SLIT2,SFRP2,LATS2,ADRA2A,FARP1,PID1,THY1,CDA,DACT1,SPRED1,GREM1,PKIA,SOCS5,MYADM,NOG,PDE2A,ENPP1,SPRED2,ELFN1
GO:1903828	negative regulation of cellular protein localization	2.24e-02	2.24e-02	1	SNAI2,GOPC,C1QTNF3,MDFI,PKD2,SOX4,DAB2,PID1,LRRC15,PDE2A,APOD,DACT3
GO:1904376	negative regulation of protein localization to cell periphery	3.18e-02	3.18e-02	1	GOPC,DAB2,PID1,LRRC15
GO:0033627	cell adhesion mediated by integrin	8.52e-09	8.52e-09	1	SNAI2,COL16A1,SERPINE1,PLAU,PODXL,CCL21,ITGA11,CYP1B1,EPHA2,SFRP2,ITGB1,ITGA2,NPNT,DPP4
GO:0045936	negative regulation of phosphate metabolic process	2.15e-03	2.15e-03	1	TRIB2,FBLN1,ABL1,SFRP1,CAV1,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,SPOCD1,SPRY2,SYTL2,SLIT2,SFRP2,LATS2,ADRA2A,FARP1,PID1,THY1,CDA,DACT1,SPRED1,GREM1,PKIA,SOCS5,MYADM,NOG,PDE2A,ENPP1,SPRED2,ELFN1
GO:0010817	regulation of hormone levels	1.87e-03	1.87e-03	1	CYP26B1,HSD17B6,DKK3,PTPRN,C1QTNF3,IL11,PCSK5,SFRP1,RAB11FIP2,SLC2A1,INHBA,ITPR2,SOX4,BMP2,LIF,ALDH1A2,RAB11FIP5,AGT,CYP1B1,CORIN,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,C1QTNF1,SOX11,ALDH1A3,MME,CACNA1H,MEG3
GO:0042445	hormone metabolic process	3.28e-02	3.28e-02	1	CYP26B1,HSD17B6,DKK3,PCSK5,BMP2,ALDH1A2,AGT,CYP1B1,CORIN,BMP6,ALDH1A3,MME,CACNA1H
GO:0034754	cellular hormone metabolic process	3.73e-02	3.73e-02	1	CYP26B1,HSD17B6,DKK3,BMP2,ALDH1A2,CYP1B1,BMP6,ALDH1A3,CACNA1H
GO:0008212	mineralocorticoid metabolic process	5.65e-03	5.65e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0006705	mineralocorticoid biosynthetic process	5.65e-03	5.65e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0032351	negative regulation of hormone metabolic process	2.70e-02	2.70e-02	1	DKK3,BMP2
GO:0040008	regulation of growth	7.37e-04	7.37e-04	1	IGF1,BCAR1,KIF26A,FGFR3,NRCAM,SFRP1,WFS1,SEMA5A,GHR,RTN4,INHBA,BMP4,SH3BP4,AGT,SEMA7A,NKD1,APP,SLIT2,SFRP2,LRP12,LATS2,SPOCK1,MMP14,CDA,APBB2,ISLR2,GNG4,SPHK1,BASP1,NOG,SLIT3,DACT3,ENPP1
GO:0045926	negative regulation of growth	5.55e-04	5.55e-04	1	FGFR3,SFRP1,SEMA5A,RTN4,INHBA,BMP4,SH3BP4,NKD1,SLIT2,SFRP2,CDA,APBB2,GNG4,NOG,SLIT3,DACT3,ENPP1
GO:0060537	muscle tissue development	2.28e-05	2.28e-05	1	GPC1,CAV1,PDGFRB,TCF21,PKD2,EGR2,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,MEGF10,SKI,NEXN,GREM1,ZFPM2,SGCD,S1PR1,NOG,MEG3
GO:1901861	regulation of muscle tissue development	4.82e-04	4.82e-04	1	GPC1,BMP4,BMP2,PRICKLE1,MEGF10,GREM1,NOG,MEG3
GO:0048745	smooth muscle tissue development	2.50e-02	2.50e-02	1	PKD2,BMP4
GO:0014706	striated muscle tissue development	3.29e-05	3.29e-05	1	GPC1,CAV1,PDGFRB,TCF21,EGR2,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,MEGF10,SKI,NEXN,GREM1,ZFPM2,SGCD,S1PR1,NOG,MEG3
GO:1901862	negative regulation of muscle tissue development	9.46e-04	9.46e-04	1	BMP4,BMP2,PRICKLE1,NOG
GO:0030029	actin filament-based process	1.06e-08	1.06e-08	1	VIM,EPHA3,LIMA1,BCAR1,CNN2,ACTN1,FSCN1,FAT1,SORBS1,ABL1,CORO2B,SFRP1,CAV1,CXCL12,NEDD9,PTK7,SEMA5A,PDE4D,DPYSL3,PDGFRB,RND3,CTGF,TEK,LRP1,NRK,MYH10,MYH11,PDGFRA,CCL21,FGF7,TPM1,IQSEC1,PHLDB2,SLIT2,IQGAP2,ADRA2A,GJA1,KIT,SHROOM4,CDC42EP3,LMOD1,DLC1,DAPK3,TNXB,ANTXR1,S1PR1,DES,MYADM,FGD6,GJC1,PRKG1,PARVA,LPAR1,PLN,ARHGEF15,AQP1,MAGEL2
GO:0001503	ossification	3.16e-16	3.16e-16	1	MRC2,IGF1,SNAI2,HGF,VCAN,FGFR3,GLI2,PTHLH,CHRD,SFRP1,CDK6,DLX5,ASPN,TGFB3,ACVR2A,TWIST1,SNAI1,RUNX2,BMP4,BMP2,CHSY1,LRP4,ITGA11,SEMA7A,CDH11,COL6A1,EPHA2,CYR61,ECM1,BMP6,FZD1,CREB3L1,SKI,DDR2,CLEC3B,GREM1,NPNT,S1PR1,ZHX3,SOX11,EXT1,NOG,ENPP1,TWIST2
GO:0036075	replacement ossification	3.70e-03	3.70e-03	1	FGFR3,DLX5,BMP4
GO:0001649	osteoblast differentiation	2.43e-13	2.43e-13	1	MRC2,IGF1,SNAI2,HGF,VCAN,GLI2,PTHLH,CHRD,SFRP1,CDK6,DLX5,ACVR2A,TWIST1,SNAI1,RUNX2,BMP4,BMP2,ITGA11,SEMA7A,COL6A1,EPHA2,CYR61,BMP6,FZD1,CREB3L1,SKI,DDR2,NPNT,ZHX3,SOX11,NOG,TWIST2
GO:0008037	cell recognition	1.11e-03	1.11e-03	1	VCAN,EPHA3,NRCAM,PVRL1,SEMA5A,PCDH12,RTN4,CCL21,APP,COLEC12,CDK5R1,NTM,ROBO2
GO:0061448	connective tissue development	1.49e-10	1.49e-10	1	SNAI2,FGFR3,PTHLH,ACTA2,NKX3-2,MGP,PDGFRB,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ARID5B,ADAMTS12,GREM1,BMP1,CD34,SH3PXD2B,SULF2
GO:0007498	mesoderm development	2.59e-04	2.59e-04	1	TIE1,MEST,SNAI1,BMP4,SMO,GDF11,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0032341	aldosterone metabolic process	1.62e-03	1.62e-03	1	DKK3,BMP2,BMP6,CACNA1H
GO:0007492	endoderm development	2.55e-11	2.55e-11	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,SOX7,COL5A2
GO:0003012	muscle system process	6.40e-04	6.40e-04	1	IGF1,VIM,PPP1R12B,SORBS1,DMPK,CAV1,ACTA2,PDE4D,CALD1,EDN2,CNN1,MYH11,AGT,TPM1,CACNA1C,EDNRA,GJA1,ACTG2,LMOD1,DAPK3,DES,SPHK1,F2R,GJC1,CACNA1H,SULF2,PLN,ITGA1
GO:0006936	muscle contraction	4.43e-04	4.43e-04	1	VIM,PPP1R12B,SORBS1,DMPK,CAV1,ACTA2,PDE4D,CALD1,EDN2,CNN1,MYH11,TPM1,CACNA1C,EDNRA,GJA1,ACTG2,LMOD1,DAPK3,DES,SPHK1,F2R,GJC1,CACNA1H,SULF2,PLN,ITGA1
GO:0006939	smooth muscle contraction	1.15e-03	1.15e-03	1	CAV1,EDN2,CNN1,MYH11,EDNRA,DAPK3,SPHK1,F2R,SULF2
GO:0014820	tonic smooth muscle contraction	2.45e-02	2.45e-02	1	EDN2,EDNRA
GO:0014824	artery smooth muscle contraction	1.26e-02	1.26e-02	1	EDN2,EDNRA
GO:0090257	regulation of muscle system process	7.62e-03	7.62e-03	1	IGF1,PPP1R12B,DMPK,CAV1,PDE4D,CNN1,AGT,TPM1,CACNA1C,GJA1,DAPK3,SPHK1,F2R,GJC1,PLN
GO:0006937	regulation of muscle contraction	9.11e-03	9.11e-03	1	PPP1R12B,DMPK,CAV1,PDE4D,CNN1,TPM1,CACNA1C,GJA1,DAPK3,SPHK1,F2R,GJC1,PLN
GO:0006940	regulation of smooth muscle contraction	1.10e-02	1.10e-02	1	CAV1,CNN1,DAPK3,SPHK1,F2R
GO:0061061	muscle structure development	6.38e-09	6.38e-09	1	IGF1,EHD2,GPC1,SPEG,EVC,ABL1,DMPK,CAV1,AEBP1,PDGFRB,SDC1,TCF21,EGR2,BMP4,BMP2,SYNE1,MYH11,PDGFRA,ITGA11,PRICKLE1,TPM1,NKD1,MEGF10,ADAM12,TAGLN,SKI,NEXN,COL6A3,LMOD1,HEY1,GREM1,ZFPM2,SGCD,S1PR1,BASP1,EGR3,FHL3,NOG,MAPK12,CACNA1H,MEG3
GO:0042692	muscle cell differentiation	2.13e-05	2.13e-05	1	IGF1,EHD2,ABL1,DMPK,PDGFRB,SDC1,BMP4,BMP2,SYNE1,MYH11,PDGFRA,PRICKLE1,TPM1,MEGF10,ADAM12,SKI,NEXN,LMOD1,HEY1,GREM1,SGCD,MAPK12,CACNA1H,MEG3
GO:0045445	myoblast differentiation	2.22e-02	2.22e-02	1	IGF1,SDC1,BMP4,PRICKLE1,GREM1,MAPK12
GO:0051146	striated muscle cell differentiation	1.52e-05	1.52e-05	1	IGF1,EHD2,DMPK,PDGFRB,SDC1,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,ADAM12,SKI,NEXN,LMOD1,GREM1,CACNA1H,MEG3
GO:0014902	myotube differentiation	1.31e-02	1.31e-02	1	IGF1,EHD2,DMPK,ADAM12,SKI,CACNA1H,MEG3
GO:0051147	regulation of muscle cell differentiation	1.49e-02	1.49e-02	1	EHD2,ABL1,DMPK,BMP4,BMP2,PRICKLE1,MEGF10,GREM1,MAPK12,MEG3
